Date,Month_Name,Month_Num,Customer_ID,Customer Name,Visit Type,Common_Value,Configuration,Location,Tower,Project Name,Parent Source,Lead Mode,Sourcing Manager,Closing Manger,Ethnicity,Age Group,Property Type,Married Status,Annual Income,No. of Children,Customer_ID2,Budget for property upto,Home owner,Purpose,Potential
7/2/2025,Jul,7,1327,anahita dugar,2nd Time,1,{3bhk},Kandivali,C,Crescent,Channel Partner,Element Real Estate,Mehul Rajagopalan,Urvi Wason,Gujarati,46-60,Under Construction,No,25L-50L,3,1327,"₹ 20,000,000.00",2nd Time,Self use,1
11/1/2025,Nov,11,1328,TARA SHANKAR,Fresh,1,{4bhk},Kandivali,E,Woods,Channel Partner,RealVista Group,Sana Rege,Divyansh Ramachandran,Marwardi,61-90,Ready To Move,No,50L-75L,2,1328,"₹ 15,000,000.00",2nd Time,Self use,0
3/16/2025,Mar,3,1329,DARSHIT CHACKO,Fresh,1,{1bhk},Kandivali,C,Triangle,Channel Partner,Infinity Realty,Samar Comar,Indranil Rau,Jain,25-35,Under Construction,Yes,50L-75L,0,1329,"₹ 10,000,000.00",2nd Time,Self use,0
11/12/2025,Nov,11,1330,NITARA THAKER,Fresh,1,{1bhk},Chunabhatti,B,Triangle,Direct,Direct,Shray Sunder,Shray Amble,Punjabi,25-35,Under Construction,No,25L-50L,0,1330,"₹ 10,000,000.00",1st Time,Self use,0
10/9/2025,Oct,10,1331,MANIKYA VENKATARAMAN,Fresh,1,{2bhk},Kandivali,A,Vasudha,Channel Partner,UrbanRise Partners,Vidur Srinivasan,Urvi Wason,Hindu,46-60,Ready To Move,Yes,0-25L,4,1331,"₹ 15,000,000.00",1st Time,Self use,0
11/20/2025,Nov,11,1332,PRERAK BHARGAVA,Fresh,1,{2bhk},Malad,B,Woods,Direct,Direct,Umang Khare,Vritika Bhakta,Jain,36-45,Under Construction,Yes,75L-1Cr,3,1332,"₹ 15,000,000.00",2nd Time,Investment,0
7/2/2025,Jul,7,1333,ZOYA YOHANNAN,2nd Time,1,{1bhk},Nariman Point,B,Woods,Channel Partner,Horizon Developments,Ayesha Date,Urvi Wason,Marwardi,36-45,Under Construction,No,25L-50L,2,1333,"₹ 10,000,000.00",1st Time,Self use,1
5/28/2025,May,5,1334,MAHIKA KURIAN,Fresh,1,{1bhk},Dadar,B,Vasudha,Channel Partner,Elite Estates,Jhanvi Madan,Hansh Srivastava,Hindu,25-35,Under Construction,Yes,0-25L,0,1334,"₹ 10,000,000.00",1st Time,Investment,0
8/28/2025,Aug,8,1335,aaina deep,Fresh,1,{1bhk},Tardeo,E,Woods,Channel Partner,Element Real Estate,Alia Dube,Advik Chandra,Marwardi,25-35,Under Construction,Yes,0-25L,0,1335,"₹ 10,000,000.00",1st Time,Investment,0
7/4/2025,Jul,7,1336,vihaan sabharwal,Fresh,1,{1bhk},Kandivali,C,Vasudha,Direct,Direct,Umang Khare,Urvi Wason,Jain,36-45,Ready To Move,Yes,0-25L,4,1336,"₹ 10,000,000.00",1st Time,Self use,0
1/21/2025,Jan,1,1337,hiran sant,2nd Time,1,{1bhk},Kandivali,B,Crescent,Channel Partner,NextGen Estates,Yakshit Balan,Vritika Bhakta,Jain,61-90,Under Construction,Yes,25L-50L,3,1337,"₹ 10,000,000.00",1st Time,Self use,0
7/24/2025,Jul,7,1338,MIRAAN VIG,2nd Time,1,{2bhk},Kandivali,A,Triangle,Channel Partner,Element Real Estate,Damini Din,Divyansh Ramachandran,Jain,36-45,Under Construction,No,25L-50L,3,1338,"₹ 15,000,000.00",2nd Time,Self use,0
7/23/2025,Jul,7,1339,yakshit shukla,2nd Time,1,{2bhk},Vile Parle,D,Woods,Direct,Direct,Navya Kashyap,Vardaniya Thakur,Marwardi,61-90,Under Construction,No,25L-50L,2,1339,"₹ 15,000,000.00",1st Time,Self use,0
12/19/2025,Dec,12,1340,VRITIKA DIVAN,Fresh,1,{1bhk},Lower Parel,A,Crescent,Channel Partner,Empire Estates,Shray Rajagopalan,Indranil Rau,Gujarati,25-35,Under Construction,Yes,25L-50L,3,1340,"₹ 10,000,000.00",2nd Time,Investment,0
10/21/2025,Oct,10,1341,MYRA CHANDRAN,Fresh,1,{1bhk},Kandivali,E,Crescent,Channel Partner,Infinity Realty,Shanaya Shetty,Hansh Srivastava,Gujarati,61-90,Under Construction,Yes,25L-50L,2,1341,"₹ 10,000,000.00",1st Time,Self use,0
8/21/2025,Aug,8,1342,pihu dayal,Fresh,1,{1bhk},Goregaon,C,Crescent,Direct,Direct,Tushar Ray,Divit Sastry,Marwardi,61-90,Under Construction,Yes,25L-50L,2,1342,"₹ 10,000,000.00",2nd Time,Self use,0
10/16/2025,Oct,10,1343,ivan jha,Fresh,1,{1bhk},Malad,B,Woods,Channel Partner,UrbanRise Partners,Sana Rege,Urvi Wason,Jain,25-35,Under Construction,Yes,25L-50L,2,1343,"₹ 10,000,000.00",1st Time,Self use,0
3/21/2025,Mar,3,1344,ivan mammen,Fresh,1,{1bhk},Mulund,B,Triangle,Channel Partner,UrbanRise Partners,Ayesha Date,Vritika Bhakta,Christian,36-45,Ready To Move,Yes,1Cr>,4,1344,"₹ 10,000,000.00",2nd Time,Self use,0
10/21/2025,Oct,10,1345,myra sachdev,Fresh,1,{2bhk},Nariman Point,B,Crescent,Direct,Direct,Alia Dube,Divit Sastry,Marwardi,25-35,Under Construction,Yes,75L-1Cr,1,1345,"₹ 15,000,000.00",1st Time,Self use,0
10/18/2025,Oct,10,1346,VEDIKA IYENGAR,Fresh,1,{2bhk},Marine Lines,E,Woods,Direct,Direct,Umang Khare,Hansh Srivastava,Marwardi,36-45,Ready To Move,Yes,25L-50L,2,1346,"₹ 15,000,000.00",1st Time,Self use,0
8/5/2025,Aug,8,1347,TEJAS ARYA,2nd Time,1,{2bhk},Kandivali,A,Woods,Direct,Direct,Ayesha Date,Vritika Bhakta,Marwardi,36-45,Under Construction,Yes,75L-1Cr,3,1347,"₹ 15,000,000.00",2nd Time,Self use,0
3/4/2025,Mar,3,1348,manikya dugar,Fresh,1,{1bhk},Goregaon,B,Triangle,Channel Partner,Sunset Holdings,Umang Khare,Vritika Bhakta,Jain,36-45,Under Construction,Yes,50L-75L,4,1348,"₹ 10,000,000.00",2nd Time,Investment,0
11/7/2025,Nov,11,1349,DHANUK GOYAL,2nd Time,1,{1bhk},Nahur,B,Triangle,Channel Partner,GoldenKey Estates,Jhanvi Madan,Ishaan Balay,Jain,46-60,Ready To Move,Yes,0-25L,4,1349,"₹ 10,000,000.00",1st Time,Self use,1
3/1/2025,Feb,2,1350,RAUNAK MANN,Fresh,1,{2bhk},Andheri,C,Crescent,Direct,Direct,Jhanvi Madan,Urvi Wason,Hindu,61-90,Under Construction,Yes,50L-75L,4,1350,"₹ 15,000,000.00",1st Time,Self use,0
4/8/2025,Apr,4,1351,dhruv jain,Fresh,1,{1bhk},Malad,C,Woods,Direct,Direct,Jhanvi Madan,Advik Chandra,Gujarati,46-60,Under Construction,Yes,1Cr>,4,1351,"₹ 10,000,000.00",1st Time,Investment,0
12/14/2025,Dec,12,1352,LAVANYA RAMA,Fresh,1,{1bhk},Mazgaon,B,Crescent,Channel Partner,Equinox Realty,Vidur Srinivasan,Divit Sastry,Jain,36-45,Ready To Move,No,25L-50L,2,1352,"₹ 10,000,000.00",1st Time,Self use,0
9/22/2025,Sep,9,1353,ahana  khurana,2nd Time,1,{2bhk},Kandivali,B,Woods,Direct,Direct,Jhanvi Madan,Advik Chandra,Gujarati,36-45,Under Construction,No,50L-75L,2,1353,"₹ 15,000,000.00",1st Time,Self use,1
10/12/2025,Oct,10,1354,OORJA THAKKAR,2nd Time,1,{1bhk},Kandivali,A,Vasudha,Direct,Direct,Mehul Rajagopalan,Shray Amble,Gujarati,25-35,Under Construction,Yes,25L-50L,1,1354,"₹ 10,000,000.00",1st Time,Investment,0
8/16/2025,Aug,8,1355,gokul kothari,2nd Time,1,{2bhk},Kandivali,C,Vallia,Direct,Direct,Jhanvi Madan,Urvi Wason,Hindu,61-90,Ready To Move,Yes,0-25L,3,1355,"₹ 15,000,000.00",2nd Time,Self use,0
12/1/2025,Dec,12,1356,VEER CHOUDHURY,2nd Time,1,{1bhk},Kandivali,D,Vasudha,Channel Partner,LandMark Realty,Neysa Mallick,Vritika Bhakta,Gujarati,46-60,Ready To Move,Yes,0-25L,3,1356,"₹ 10,000,000.00",2nd Time,Self use,0
10/5/2025,Oct,10,1357,NAVYA TRIVEDI,Fresh,1,{2bhk},Bandra,B,Triangle,Channel Partner,Prime Ventures,Jhanvi Madan,Hansh Srivastava,Gujarati,25-35,Under Construction,Yes,75L-1Cr,2,1357,"₹ 15,000,000.00",2nd Time,Self use,1
5/28/2025,May,5,1358,VRITIKA KONDA,Fresh,1,{1bhk},Marine Lines,A,Woods,Channel Partner,RealVista Group,Jhanvi Madan,Hansh Srivastava,Marwardi,36-45,Under Construction,Yes,25L-50L,2,1358,"₹ 10,000,000.00",2nd Time,Self use,0
4/6/2025,Apr,4,1359,ZEESHAN GOEL,Fresh,1,{1bhk},Bhandup,B,Triangle,Channel Partner,Unity Realty,Adira Tank,Vardaniya Thakur,Christian,36-45,Under Construction,Yes,50L-75L,3,1359,"₹ 10,000,000.00",1st Time,Investment,1
9/14/2025,Sep,9,1360,nirvaan devi,Fresh,1,{1bhk},Kandivali,B,Triangle,Direct,Direct,Sana Sarin,Vritika Bhakta,Gujarati,46-60,Under Construction,Yes,25L-50L,3,1360,"₹ 10,000,000.00",1st Time,Self use,0
8/30/2025,Aug,8,1361,PARINAAZ SHETTY,Fresh,1,{2bhk},Kandivali,A,Crescent,Channel Partner,RealVista Group,Samar Comar,Indranil Rau,Jain,36-45,Ready To Move,Yes,50L-75L,4,1361,"₹ 15,000,000.00",2nd Time,Self use,0
10/3/2025,Oct,10,1362,indrajit krishna,Fresh,1,{1bhk},Kandivali,A,Crescent,Channel Partner,Genesis Estates,Ahana Bhardwaj,Hansh Srivastava,Hindu,25-35,Under Construction,Yes,25L-50L,2,1362,"₹ 10,000,000.00",1st Time,Self use,1
10/3/2025,Oct,10,1363,inaaya  goel,Fresh,1,{1bhk},Kandivali,C,Crescent,Channel Partner,TrueNorth Properties,Navya Kashyap,Urvi Wason,Jain,46-60,Ready To Move,Yes,0-25L,4,1363,"₹ 10,000,000.00",2nd Time,Self use,1
11/7/2025,Nov,11,1364,yakshit sawhney,Fresh,1,{2bhk},Lower Parel,A,Triangle,Channel Partner,Frontier Homes,Alia Dube,Hansh Srivastava,Marwardi,36-45,Ready To Move,No,50L-75L,4,1364,"₹ 15,000,000.00",2nd Time,Self use,0
5/6/2025,May,5,1365,DHRUV RANGANATHAN,Fresh,1,{2bhk},Nariman Point,A,Crescent,Direct,Direct,Umang Khare,Urvi Wason,Hindu,36-45,Under Construction,Yes,50L-75L,4,1365,"₹ 15,000,000.00",2nd Time,Self use,0
10/17/2025,Oct,10,1366,TARAN RAJAGOPALAN,Fresh,1,{2bhk},Vikhroli,C,Vallia,Channel Partner,Fortune Realty,Vaibhav Arora,Vritika Bhakta,Hindu,36-45,Ready To Move,Yes,25L-50L,4,1366,"₹ 15,000,000.00",1st Time,Investment,0
10/21/2025,Oct,10,1367,darshit korpal,Fresh,1,{1bhk},Malad,C,Woods,Channel Partner,Infinity Realty,Damini Din,Shray Amble,Jain,61-90,Under Construction,Yes,0-25L,4,1367,"₹ 10,000,000.00",2nd Time,Self use,0
11/25/2025,Nov,11,1368,ryan karan,Fresh,1,{2bhk},Versova,C,Crescent,Direct,Direct,Mehul Rajagopalan,Divit Sastry,Christian,36-45,Under Construction,Yes,25L-50L,3,1368,"₹ 15,000,000.00",1st Time,Self use,0
1/27/2025,Jan,1,1369,mamooty rama,2nd Time,1,{3bhk},Powai,B,Crescent,Channel Partner,Skyline Builders,Shanaya Shetty,Divit Sastry,Marwardi,25-35,Ready To Move,Yes,50L-75L,0,1369,"₹ 20,000,000.00",1st Time,Self use,0
1/13/2025,Jan,1,1370,RYAN BERA,2nd Time,1,{1bhk},Ghatkopar,B,Triangle,Channel Partner,Summit Realty,Umang Khare,Urvi Wason,Hindu,61-90,Under Construction,Yes,0-25L,2,1370,"₹ 10,000,000.00",2nd Time,Investment,0
8/20/2025,Aug,8,1371,alia zachariah,Fresh,1,{2bhk},Goregaon,D,Triangle,Direct,Direct,Vaibhav Arora,Urvi Wason,Marwardi,25-35,Ready To Move,Yes,75L-1Cr,1,1371,"₹ 15,000,000.00",1st Time,Self use,1
9/17/2025,Sep,9,1372,shalv chana,Fresh,1,{2bhk},Kandivali,A,Woods,Channel Partner,Summit Realty,Tiya Gour,Divyansh Ramachandran,Gujarati,61-90,Under Construction,Yes,50L-75L,3,1372,"₹ 15,000,000.00",2nd Time,Investment,0
10/29/2025,Oct,10,1373,RITVIK VARGHESE,Fresh,1,{3bhk},Malad,E,Crescent,Channel Partner,NextGen Estates,Damini Din,Divit Sastry,Hindu,61-90,Under Construction,Yes,50L-75L,3,1373,"₹ 20,000,000.00",1st Time,Investment,1
7/12/2025,Jul,7,1374,NEELOFAR BUCH,2nd Time,1,{1bhk},Mulund,C,Triangle,Channel Partner,Aspire Realty,Vidur Srinivasan,Shray Amble,Gujarati,36-45,Ready To Move,Yes,50L-75L,2,1374,"₹ 10,000,000.00",1st Time,Self use,0
6/19/2025,Jun,6,1375,VIDUR SOOD,Fresh,1,{4bhk},Kandivali,B,Crescent,Direct,Direct,Damini Din,Shray Amble,Hindu,25-35,Under Construction,No,50L-75L,3,1375,"₹ 15,000,000.00",2nd Time,Self use,0
4/25/2025,Apr,4,1376,VIDUR SAMRA,2nd Time,1,{2bhk},Nariman Point,C,Crescent,Channel Partner,Genesis Estates,Damini Din,Hansh Srivastava,Christian,46-60,Under Construction,Yes,25L-50L,3,1376,"₹ 15,000,000.00",2nd Time,Investment,0
12/15/2025,Dec,12,1377,eva lata,2nd Time,1,{2bhk},Colaba,D,Crescent,Channel Partner,Vertex Realty,Mehul Rajagopalan,Urvi Wason,Punjabi,36-45,Under Construction,Yes,0-25L,2,1377,"₹ 15,000,000.00",1st Time,Self use,0
11/27/2025,Nov,11,1378,aayush sodhi,Fresh,1,{2bhk},Goregaon,A,Triangle,Channel Partner,Prime Ventures,Jhanvi Madan,Vardaniya Thakur,Hindu,36-45,Ready To Move,Yes,0-25L,3,1378,"₹ 15,000,000.00",2nd Time,Self use,0
8/10/2025,Aug,8,1379,YUVRAJ  RAJAGOPALAN,2nd Time,1,{1bhk},Juhu,D,Vasudha,Direct,Direct,Yakshit Balan,Divyansh Ramachandran,Marwardi,36-45,Ready To Move,Yes,50L-75L,2,1379,"₹ 10,000,000.00",1st Time,Self use,0
11/29/2025,Nov,11,1380,charvi kala,Fresh,1,{2bhk},Malad,C,Vasudha,Channel Partner,Skyline Builders,Shray Sunder,Vardaniya Thakur,Christian,36-45,Ready To Move,Yes,0-25L,3,1380,"₹ 15,000,000.00",1st Time,Self use,0
8/20/2025,Aug,8,1381,ANAHI BAIL,2nd Time,1,{1bhk},Goregaon,B,Woods,Direct,Direct,Shray Sunder,Divit Sastry,Hindu,36-45,Under Construction,Yes,25L-50L,4,1381,"₹ 10,000,000.00",2nd Time,Self use,0
11/7/2025,Nov,11,1382,jhanvi chakrabarti,Fresh,1,{3bhk},Goregaon,B,Woods,Channel Partner,Infinity Realty,Neysa Mallick,Shray Amble,Gujarati,25-35,Under Construction,Yes,0-25L,2,1382,"₹ 20,000,000.00",2nd Time,Investment,0
11/12/2025,Nov,11,1383,kartik mammen,2nd Time,1,{2bhk},Nariman Point,B,Crescent,Direct,Direct,Shray Sunder,Urvi Wason,Gujarati,46-60,Ready To Move,Yes,25L-50L,2,1383,"₹ 15,000,000.00",1st Time,Investment,0
5/13/2025,May,5,1384,tarini rattan,Fresh,1,{2bhk},Mahim,B,Crescent,Channel Partner,Crystal Builders,Neysa Mallick,Vritika Bhakta,Hindu,25-35,Ready To Move,Yes,0-25L,1,1384,"₹ 15,000,000.00",1st Time,Investment,1
10/11/2025,Oct,10,1385,shamik bobal,Fresh,1,{4bhk},Malad,E,Woods,Channel Partner,Heritage Homes,Jhanvi Madan,Urvi Wason,Jain,36-45,Under Construction,No,25L-50L,3,1385,"₹ 15,000,000.00",1st Time,Self use,0
11/20/2025,Nov,11,1386,ranbir saini,2nd Time,1,{3bhk},Kopar Khairane,B,Triangle,Direct,Direct,Umang Khare,Vritika Bhakta,Gujarati,46-60,Under Construction,Yes,50L-75L,4,1386,"₹ 20,000,000.00",2nd Time,Self use,1
3/13/2025,Mar,3,1387,AZAD KEER,2nd Time,1,{1bhk},Juhu,E,Crescent,Channel Partner,Orion Developments,Ayesha Date,Urvi Wason,Hindu,61-90,Under Construction,Yes,25L-50L,3,1387,"₹ 10,000,000.00",2nd Time,Self use,1
11/14/2025,Nov,11,1388,RITVIK JAIN,Fresh,1,{2bhk},Mira Road,C,Woods,Direct,Direct,Alia Dube,Vritika Bhakta,Jain,36-45,Under Construction,No,25L-50L,2,1388,"₹ 15,000,000.00",1st Time,Investment,0
8/12/2025,Aug,8,1389,UTHKARSH SESHADRI,Fresh,1,{2bhk},Kandivali,B,Woods,Channel Partner,Skyline Builders,Mehul Gara,Ishaan Balay,Marwardi,25-35,Under Construction,No,25L-50L,2,1389,"₹ 15,000,000.00",1st Time,Self use,0
9/21/2025,Sep,9,1390,bhavin sami,Fresh,1,{1bhk},Kandivali,E,Woods,Channel Partner,TerraNova Realty,Sana Sarin,Vritika Bhakta,Jain,36-45,Ready To Move,Yes,25L-50L,3,1390,"₹ 10,000,000.00",1st Time,Self use,0
3/12/2025,Mar,3,1391,JAYAN KIBE,Fresh,1,{2bhk},Malad,C,Vasudha,Channel Partner,Zenith Estates,Jhanvi Madan,Vritika Bhakta,Hindu,36-45,Ready To Move,Yes,1Cr>,2,1391,"₹ 15,000,000.00",1st Time,Self use,1
10/27/2025,Oct,10,1392,reyansh dar,2nd Time,1,{2bhk},Kandivali,C,Crescent,Channel Partner,NextGen Estates,Damini Din,Shray Amble,Jain,25-35,Under Construction,Yes,0-25L,1,1392,"₹ 15,000,000.00",1st Time,Self use,0
3/8/2025,Mar,3,1393,NEHMAT GULATI,Fresh,1,{2bhk},Goregaon,B,Vasudha,Direct,Direct,Mehul Rajagopalan,Divit Sastry,Gujarati,36-45,Under Construction,No,50L-75L,4,1393,"₹ 15,000,000.00",2nd Time,Self use,0
5/9/2025,May,5,1394,keya chander,2nd Time,1,{2bhk},Tardeo,A,Crescent,Direct,Direct,Ahana Bhardwaj,Indranil Rau,Muslim,36-45,Under Construction,Yes,0-25L,4,1394,"₹ 15,000,000.00",1st Time,Investment,0
10/30/2025,Oct,10,1395,NISHITH SWAMY,Fresh,1,{2bhk},Mira Road,B,Woods,Direct,Direct,Damini Din,Urvi Wason,Gujarati,36-45,Under Construction,Yes,50L-75L,3,1395,"₹ 15,000,000.00",2nd Time,Investment,1
6/20/2025,Jun,6,1396,OJAS YOGI,2nd Time,1,{2bhk},Mulund,B,Woods,Channel Partner,RealVista Group,Samar Comar,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,0-25L,3,1396,"₹ 15,000,000.00",2nd Time,Self use,0
8/10/2025,Aug,8,1397,renee dua,2nd Time,1,{2bhk},Malad,E,Woods,Channel Partner,Unity Realty,Tiya Gour,Urvi Wason,Marwardi,36-45,Ready To Move,Yes,0-25L,3,1397,"₹ 15,000,000.00",2nd Time,Self use,0
10/21/2025,Oct,10,1398,seher dixit,2nd Time,1,{2bhk},Goregaon,C,Crescent,Direct,Direct,Ayesha Date,Ishaan Balay,Jain,25-35,Under Construction,Yes,0-25L,3,1398,"₹ 15,000,000.00",1st Time,Investment,0
7/28/2025,Jul,7,1399,tushar suresh,Fresh,1,{2bhk},Kandivali,B,Vasudha,Channel Partner,Integrity Developments,Vidur Srinivasan,Divyansh Ramachandran,Jain,25-35,Ready To Move,Yes,25L-50L,3,1399,"₹ 15,000,000.00",1st Time,Investment,1
5/25/2025,May,5,1400,saksham bhakta,2nd Time,1,{1bhk},Chunabhatti,D,Triangle,Direct,Direct,Neysa Mallick,Indranil Rau,Jain,25-35,Under Construction,Yes,0-25L,3,1400,"₹ 10,000,000.00",1st Time,Self use,0
6/18/2025,Jun,6,1401,ZAINA KEER,Fresh,1,{2bhk},Kandivali,C,Triangle,Direct,Direct,Sana Rege,Divit Sastry,Hindu,36-45,Ready To Move,Yes,1Cr>,3,1401,"₹ 15,000,000.00",1st Time,Investment,1
9/19/2025,Sep,9,1402,KIMAYA ACHARYA,Fresh,1,{2bhk},Dadar,B,Crescent,Channel Partner,Infinity Realty,Jhanvi Madan,Divit Sastry,Hindu,46-60,Under Construction,No,25L-50L,3,1402,"₹ 15,000,000.00",1st Time,Self use,1
7/20/2025,Jul,7,1403,anay korpal,2nd Time,1,{1bhk},Worli,B,Woods,Direct,Direct,Damini Din,Indranil Rau,Hindu,25-35,Under Construction,Yes,1Cr>,1,1403,"₹ 10,000,000.00",2nd Time,Self use,1
3/22/2025,Mar,3,1404,VIHAAN BASAK,Fresh,1,{4bhk},Kandivali,A,Crescent,Direct,Direct,Damini Din,Urvi Wason,Gujarati,46-60,Under Construction,Yes,50L-75L,4,1404,"₹ 15,000,000.00",2nd Time,Self use,0
11/12/2025,Nov,11,1405,hiran mane,Fresh,1,{2bhk},Goregaon,B,Crescent,Channel Partner,Infinity Realty,Yakshit Balan,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,50L-75L,2,1405,"₹ 15,000,000.00",2nd Time,Self use,0
5/30/2025,May,5,1406,NAYANTARA MAHARAJ,Fresh,1,{1bhk},Chandivali,A,Woods,Direct,Direct,Samar Comar,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,0-25L,3,1406,"₹ 10,000,000.00",1st Time,Investment,1
10/17/2025,Oct,10,1407,jhanvi joshi,Fresh,1,{2bhk},Goregaon,E,Crescent,Direct,Direct,Shanaya Shetty,Divyansh Ramachandran,Jain,61-90,Under Construction,Yes,50L-75L,2,1407,"₹ 15,000,000.00",1st Time,Self use,1
5/8/2025,May,5,1408,kiaan ravel,Fresh,1,{1bhk},Mulund,E,Triangle,Direct,Direct,Alia Dube,Vritika Bhakta,Gujarati,36-45,Under Construction,No,25L-50L,3,1408,"₹ 10,000,000.00",2nd Time,Self use,0
11/9/2025,Nov,11,1409,jivika mandal,Fresh,1,{1bhk},Santa Cruz,C,Triangle,Channel Partner,Apex Realty,Himmat Solanki,Hansh Srivastava,Hindu,61-90,Under Construction,Yes,75L-1Cr,4,1409,"₹ 10,000,000.00",2nd Time,Self use,0
3/12/2025,Mar,3,1410,veer chhabra,2nd Time,1,{3bhk},Govandi,C,Triangle,Channel Partner,PrimeAxis Developments,Vidur Srinivasan,Indranil Rau,Marwardi,36-45,Under Construction,Yes,0-25L,2,1410,"₹ 20,000,000.00",1st Time,Self use,1
10/16/2025,Oct,10,1411,NIRVI SAMA,Fresh,1,{1bhk},Kandivali,C,Triangle,Channel Partner,Pacific Land,Jhanvi Madan,Shray Amble,Christian,25-35,Under Construction,Yes,50L-75L,2,1411,"₹ 10,000,000.00",1st Time,Self use,0
12/15/2025,Dec,12,1412,SAMIHA BASSI,2nd Time,1,{2bhk},Kandivali,D,Triangle,Direct,Direct,Himmat Solanki,Divyansh Ramachandran,Gujarati,36-45,Under Construction,No,0-25L,4,1412,"₹ 15,000,000.00",2nd Time,Self use,0
5/28/2025,May,5,1413,YASHVI BHALLA,Fresh,1,{2bhk},Malad,D,Woods,Channel Partner,Prime Point Realty,Tushar Ray,Divit Sastry,Marwardi,36-45,Ready To Move,No,25L-50L,3,1413,"₹ 15,000,000.00",1st Time,Self use,1
,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,Dec,12,1414,TUSHAR LOYAL,2nd Time,1,{2bhk},Colaba,B,Triangle,Direct,Direct,Samar Comar,Indranil Rau,Christian,46-60,Under Construction,Yes,25L-50L,2,1414,"₹ 15,000,000.00",1st Time,Self use,1
3/10/2025,Mar,3,1415,khushi handa,Fresh,1,{2bhk},Sion,D,Woods,Direct,Direct,Shray Sunder,Vritika Bhakta,Marwardi,25-35,Under Construction,Yes,25L-50L,1,1415,"₹ 15,000,000.00",1st Time,Self use,1
4/17/2025,Apr,4,1416,trisha randhawa,Fresh,1,{2bhk},Chembur,B,Crescent,Channel Partner,TrueSpace Realty,Mehul Rajagopalan,Divyansh Ramachandran,Jain,36-45,Under Construction,Yes,50L-75L,4,1416,"₹ 15,000,000.00",2nd Time,Self use,0
12/26/2025,Dec,12,1417,HIMMAT CHEEMA,Fresh,1,{1bhk},Kopar Khairane,E,Triangle,Direct,Direct,Tushar Ray,Advik Chandra,Jain,36-45,Under Construction,Yes,50L-75L,3,1417,"₹ 10,000,000.00",2nd Time,Self use,1
7/9/2025,Jul,7,1418,ELAKSHI BAHRI,2nd Time,1,{2bhk},Kandivali,C,Triangle,Channel Partner,Infinity Realty,Damini Din,Vritika Bhakta,Jain,46-60,Under Construction,Yes,50L-75L,2,1418,"₹ 15,000,000.00",1st Time,Investment,1
12/12/2025,Dec,12,1419,JIVIKA LUTHRA,Fresh,1,{1bhk},Prabhadevi,A,Triangle,Channel Partner,Genesis Estates,Jhanvi Madan,Shray Amble,Gujarati,36-45,Ready To Move,Yes,50L-75L,3,1419,"₹ 10,000,000.00",2nd Time,Investment,0
5/17/2025,May,5,1420,SAMIHA RAMA,Fresh,1,{2bhk},Churchgate,C,Crescent,Channel Partner,Prime Ventures,Shray Rajagopalan,Shray Amble,Gujarati,61-90,Under Construction,Yes,50L-75L,2,1420,"₹ 15,000,000.00",1st Time,Self use,0
10/5/2025,Oct,10,1421,shray luthra,Fresh,1,{2bhk},Malad,E,Crescent,Channel Partner,UrbanRise Partners,Damini Din,Hansh Srivastava,Jain,36-45,Under Construction,Yes,50L-75L,3,1421,"₹ 15,000,000.00",1st Time,Self use,0
6/10/2025,Jun,6,1422,AARAV BORA,Fresh,1,{2bhk},Chandivali,C,Woods,Channel Partner,UrbanRise Partners,Mehul Rajagopalan,Urvi Wason,Hindu,25-35,Ready To Move,No,50L-75L,0,1422,"₹ 15,000,000.00",2nd Time,Self use,0
4/6/2025,Apr,4,1423,eva karan,Fresh,1,{1bhk},Malad,A,Crescent,Channel Partner,TrueSpace Realty,Shanaya Shetty,Divit Sastry,Jain,36-45,Under Construction,Yes,25L-50L,4,1423,"₹ 10,000,000.00",1st Time,Self use,0
10/18/2025,Oct,10,1424,AKARSH CHADA,Fresh,1,{1bhk},Goregaon,B,Crescent,Direct,Direct,Shray Sunder,Shray Amble,Hindu,46-60,Ready To Move,Yes,25L-50L,2,1424,"₹ 10,000,000.00",1st Time,Investment,0
8/22/2025,Aug,8,1425,kiara chanda,2nd Time,1,{1bhk},Matunga,A,Woods,Direct,Direct,Navya Kashyap,Urvi Wason,Jain,36-45,Under Construction,No,25L-50L,2,1425,"₹ 10,000,000.00",1st Time,Self use,0
11/11/2025,Nov,11,1426,sana agate,Fresh,1,{2bhk},Malad,B,Woods,Channel Partner,Allied Estates,Fateh Handa,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,50L-75L,2,1426,"₹ 15,000,000.00",1st Time,Investment,0
3/24/2025,Mar,3,1427,AARUSH BAJAJ,Fresh,1,{2bhk},Kandivali,B,Triangle,Channel Partner,Unity Homes,Jhanvi Madan,Hansh Srivastava,Jain,25-35,Ready To Move,Yes,25L-50L,3,1427,"₹ 15,000,000.00",2nd Time,Self use,1
4/16/2025,Apr,4,1428,nakul dara,Fresh,1,{2bhk},Chembur,A,Vallia,Channel Partner,Crystal Builders,Jhanvi Madan,Shray Amble,Marwardi,36-45,Under Construction,Yes,25L-50L,3,1428,"₹ 15,000,000.00",2nd Time,Investment,0
